prompt,target
"Title: Really wanted to love this BUT….no
Review: I was really excited for this product. I had watched a few reviews and knew I need something like this in my life to make cleaning easier. Boy was I disappointed with this particular item. I set up the brush as instructed, charged it up and proceeded to try to use it in my bathroom. As soon as the brush touched the actual tile, the spinning brush head would slow all the way down but once lifted in the air, it would return to its normal spinning speed. I thought I needed to charge it some more so I did and tried the brush the following week. Same issues. I tried a few more times and got the same result. Highly disappointed and unfortunately cannot return.",0
"Title: Not Bright at all!
Review: Unfortunately these lights are nowhere near what I thought I was buying. It would take 8 of them just to equal the 2 LED shop lights I got from Costco 3 years ago. I would literally need 12 more lights to the addition of the 12 that I bought to light my new shop area. I will be needing to return them for a refund.<br />These lights are probably better for under cabinets or closets. Basically if you need to have glowing LED lights that Don't fill a room these might work for you. Hopefully this helps anyone who is trying to decide if these lights are for them.",0
"Title: Very nice
Review: I'm real surprised by other reviews that complain about the bracelet and the sizing, they ask you what size it is so you can have it fit an adult so how can you go wrong? Now, besides that mine were perfect, sized correctly, I had one or two small questions and they contacted me and discuss things and I could not be happier. Both my sons do not like jewelry and like to fish, this is the perfect thing for someone like that. They both love it and it reflects their passion for fishing with the hooks. Again, highly recommend.",1
"Title: Worked for about 3 weeks
Review: This worked great for 3 weeks and now it won't shut off. I don't know about anyone else, but I am sick to death of cheap, one season, EXPENSIVE, disposable merchandise.<br /><br />I have 4 water timers I run every summer. I take them all in in the fall before the snow flies. I remove all the old batteries and store them indoors. This year I have had to replace 3 timers and none of them were inexpensive and all of them were new last summer.. If I were paying $9.99 for these pieces of junk, I wouldn't be so angry, but that is not the case. $40 dollars here...$60.00 there adds up to a lot of money when you're using 4 timers. Do they even make a reliable water timer anymore?<br /><br />I use to buy Ace Hardware timers and they lasted for years ",0
"Title: What a waste
Review: I read the reviews here and various other locations and waited for the release before considering buy this game. Luckily, there is a demo version that you can try and I did. All the reviews are correct. DS3 isn't anywhere close to the previous two. Controls are a joke. Obsidian did to the DS3 what EA did to the Command & Conquer 4, totally FUBARed it. I would definitely try the demo before wasting $50. I'll wait til this hits under $20 like I did before wasting $20 on C&C4. It will be there in about 4-6 months when it doesn't sell unless the company can seriously patch this game to be more like a PC game and follow the DS series.",0
"Title: gel nail not
Review: i was not impressed with this product, it isn't near as thick as the stuff used by the nail salon so my nails broke when the product starting chipping. i had been going to the nail salon and the polish lasted for 3 weeks. this one didn't last even one before the edges started to fry which is when i started picking at it and then it ruined my nailbed. i have not been able to go back to the salon for fear of infection. very disapointing product so sorry i bought the whole thing including the light cause i'm out 90 bucks",0
"Title: NEVER TOOK FULL CHARGE! ENERGIZER REFUSED TO HONOR WARRANTY EVEN IF I MAILED THEM BACK TO THE FACTORY!!
Review: Never would take a  full charge even utilizing Energizer brand chargers. Attempted to get Energizer to honor warrant and it was a nightmare. I could not read any date code and offered to send them back to the factory for examination. They refused to let me have an address to mail them  to indicating that was not their procedure for warranty. I just bought a large quantity of Eneloop batteries by Panasonic from Amazon and every single one was absolutely perfect. Eneloop is the way to go, at least for me.",0
"Title: Don't Buy It!
Review: After reading all the wonderful reviews for this product, I was greatly disappointed. First, they are not easy to put on. Little bubbles are bound to pop up and that magical stupid squeegee thing does not help much if at all for the little bubbles. But my biggest complaint are those stupid little labels that are supposed to just peel right off. They don't they leave this horrible goop on the top of the screen that doesn't come off! These screen protectors are a giant waste of money, time and effort. Thankfully they didn't cost much money.",0
"Title: Stunningly bad quality for brand associated product
Review: I ordered this wig because it was a Lord of the Rings official brand product and yet what arrived was the cheapest quality wig I have yet purchased. This wig couldn't be thinner and in fact has bare patches that can't be covered. It arrived with two hair nets both torn wide open so that the wig has nothing to contain or protect it. Consequently, it arrived in a completely rumpled and unfixable state. When I tried it on I noticed the part of the wig that is designed to be in front laying in front of your shoulders one side is very much shorter than the other. The rest of the hair that falls down the back is much shorter than the front part. Just a weird design and the lack of fullness makes it ridiculous to wear. I'm returning mine and I wou",0
"Title: elegant fan
Review: This is basically what we expected and wanted - a Hunter fan with remote that has lights which will help cool off a large, open area. It's something a little different with the lights (the 'jar' look), but it looks great installed and stands out in such a large space (living/family room/kitchen/eating area). It definitely provides enough power on high speed to cool off the space, which is great in the warmer weather and to help with cooking.<br />We have canister lights, so the family electrician (my dad) needed about two hours to install this - out of the three Hunter fans we've added to the house in the past year or so, this one probably required the most time, and not just because of the light fixture. There was a guard which had to be r",1
"Title: Big Disappointment - Not as Pictured
Review: Disappointed. It's not the ""slouchy"" material as stated or looks like in image. Not tapered. It's that heavy weighted silky stuff that body suits are typically made of. Not light weight at all. Also, in pictures you see a thick cute spaghetti strap, when you get it's just the boring typical spaghetti straps. Also seam thread visible. Just not at all like pictures.<br /><br />Also, I believed the comments that it runs small, it runs on size or larger. I ordered ""true to size"" according to size chart and it's definitely too big.",0
"Title: Disappointing for everyone
Review: I purchased the entire series for my daughter, which I now regret.  Fortunately she is college-age, as it is not for younger viewers, and it is not a shining example of romance.  The animation is sometimes very hard to follow.  The main character is a hypocrite, and she is very egotistical and deceitful, but changes for the better, to a degree, over time.<br /><br />The series starts out like a teen girl soap opera, starts to become a love story, but then slowly crashes.  In the end though, the girl (Yukino Miyazawa) seems to learn more about life and makes real friends, but by this time, we just don't care.<br /><br />At first I really did not like the character, I don't think we are meant to.  She meets a boy (Soichiro Arima) with a tragi",0
"Title: I want my 19yr old broken oreck back!
Review: After owning an oreck XL for 19 years I can’t believe I am saying I hate this replacement model. It’s cheaper quality, harder to push, no light and most of all I hate the cord. It’s like adding an extension cord with a weird dangling cord lock that serves no purpose other than eliminating cord hooks for storage when not in use. The one cord hook doesn’t hold the gathered 40 ft cord for storage and I am not using a twisty tie every time I want to store the cord dangling from the cord lock. A few amazon review photos show the people gather the cord and place it around the handle which works as long as you don’t mind tangled cord.  I wanted the purple “swivel” oreck vacuum for $40 more which has more power, a light, a hepa filter, a self Prope",0
"Title: Dollar store product
Review: It is so hard to evaluate the quality of a product from a picture.  I was looking for a cushion cover that was beaded and had a combination of gold and silver and this product seemed to have all the features I was looking for.  First of all let me say that this could have been shipped in a padded envelope because it is very light and thin but it arrived in a large cardboard box filled with plastic bubble wrap.  I appreciate the effort to protect the product but it is really a waste of materials.  The box and wrapping is worth more than the product itself.  As soon as I picked it out of the box my first thought was: &#34;I can't believe I paid $14.99 for this.  I've seen these at the Dollar Store!&#34;  For some reason I thought this would h",0
"Title: My FAVORITE!!
Review: My grandmother used to buy these for my sibling and I when we were children whenever we visited our local Korean market.  Well unfortunately our korean market burned down a few years ago and they never rebuilt. I was so happy to see this online and bought some for stocking stuffers for Christmas. Instantly starting crying after eating one because it's our first Christmas without our grandmother. I will always love this candy and have amazing memories.<br /><br />For anyone that doesn't know. There are 2 wrappers on this candy. You take the first plastic wrapper off but you eat the second wrapper. You can tell a difference between the 2. And the second wrapper disintegrates in your mouth. =]",1
"Title: Good Masks
Review: Wore this Titan Protect Class 1 protective face mask two days ago to get my hair cut. Both myself and my hairdresser have had Covid and we both wear face masks. I really have more peace of mind wearing this 3-layer disposable face mask because I can throw it away once I'm home and hopefully didn't bring it home with me. My husband and I both have had Covid and probably won't get it again but we've heard you can get it again. I hope they're wrong about that, but we've been wearing our masks as a precaution to everyone. I didn't have any problems with this face mask. It fits me perfectly and lasted many hours while I was in public doing my errands. Good masks!",1
"Title: Wonderful leather cover for my Hobonichi Mega Weeks
Review: I ordered this item on Wednesday, was able to select my leather, stitching, snap and pen loop, and received it the following Monday! The leather and craftsmanship on this item is fantastic, and I could not be happier. It is snug fit for my Strawberry Latte Mega Weeks, which is what I was hoping for (no sliding around). I also have a Tomoe River thin notebook in the front pocket. With my Weeks and notebook and a pen (in the loop), the snap still closes easily. So happy with this purchase. Thank you!",1
"Title: Traceable and sustainable, I'm HOOKED!
Review: When I first popped the top on the first can of tuna, I was disappointed because it looked as if it might be all the little tiny flakes. But don't worry, every can I've opened has been a good mix of small flakes as well as big chunks. That makes this tuna suitable for anything from tuna salad to eating right out of the can, something that I often do.<br />It's so mild and delicious. It's also a reminder of how heavily salted most tuna is, probably to cover up the fact that it doesn't taste as fresh as it could.<br />You'll swear that you're sitting on the boat!<br /><br />This tuna is wild caught by pole and line, something that is important to me.<br />Even my little dog, who is the pickiest eater you could imagine, begged for a little bit",1
"Title: This is a great idea, but it came up short.
Review: The very first time I opened the magnetic liner (which was the same day it arrive at my house) it was completely dry, sticky, and clumpy; and the applicator brush was roughed up. It took a lot of effort to smear the thick product onto my lid and it did not look pretty. The lashes are honestly too long and somehow, both too sparse and too heavy looking. The only pro, is that they did stay on for several hours. But for the second application, the product was simply too dry to come out if the container and it could not be used again after the first attempt.",0
"Title: The Type of Preaching We Need Desperately in our Contemporary Pulpits
Review: ""We either believe in God's wisdom and revelation or else we submit to the wisdom and philosophy of man."" ~ pg. 31<br /><br />As I was reading this wonderful book of nine sermons a storm rolled in and there was plenty of thunder and lightning. Could God have been saying hello? It sort of set a mood for the type of preaching I was about to experience. It is one thing to hear a sermon. It is quite another to read a sermon. I feel I retain more of the message by reading. That said, I completely enjoyed reading Martyn Lloyd Jones' sermons. This is the type of preaching that we need desperately in our contemporary pulpits.<br /><br />Martyn Lloyd Jones points out profound truths all while being very entertaining in a spiritual way. It is a joy t",1
"Title: A great deal, they smaller version is almost $14 at Walgreens!
Review: Some people may not like these, but I love them! I'm not locking Fort Knox-like security, so I bought these to hold various files! I could've saved so much money if I'd started buying these from Amazon months ago, but I first found them in Walgreens first, so I ended up wasting a lot of money!<br /><br />Word to the wise, though, these file boxes aren't meant for anything heavy duty. This file box is constructed with cardboard & buttons (can't recall what the actual fastens are lol), so it will not hold things that are super heavy!<br /><br />I highly recommend!",1
"Title: I use this for my rosemary, spices to put in my stews, soups.
Review: I use these tea infusers to fill with rosemary that is a pain to chop up, and my food chopper<br />Will not chop up rosemary.<br />Also use these for other spices I grow.<br />The holes are very tiny, does not let spice come out.<br />There is the chain I could use to let it hang in the pot, but I just put in the whole infuser.<br />The lid screws on tight.<br /><br />This is actually for loose tea the holes are tiny.<br />For tea these come with tiny saucer to put this on when you take it out of your tea cup.<br /><br />I think it’s pricey for a tea infuser!",1
"Title: Doesn't work :(
Review: Powers on, but will not connect to Xbox one. Now haha this is not my 1st rodeo with controllers as I have 5 plus 3 custom controllers so I know how to connect them. It does power on but will not pair or connect to xbox so it's a worthless controller. Really sad about this as the price was more than the original price on Microsoft but my bad for missing when the controller was for sale with Microsoft and getting the cheaper price but I wanted the controller so much that I was willing the pay the extra bucks for it but for one that works. I love how dark purple this controller is.",0
"Title: 9 month olds love it
Review: My 9 month old twins love this toy! They love to push all the buttons and especially open the peekaboo gate. They aren't walking with it, but I think it'll be fine when they start.<br />I dont know if I was just tired or what when I was putting this together. I looked up a video to help me because I could not figure out the legs! I'm generally pretty good at assembling so I think it had to do with lack of sleep, but got it with the help of the video!<br />Glad we got this for them for Christmas!",1
"Title: Super high resistance 5000 ohms/foot
Review: I received these as a result of an incorrect listing.<br />Just for kicks I measured resistance at right about 5000 (five thousand) ohms/foot with a Sperry DM-210A multimeter<br />3 foot - drivers side engine bank 15,000 ohms<br />10 inch - passenger side 5000 ohm<br />Purely from a electrical performance standpoint, that means the drivers side gets less spark energy than the passenger side.<br />Better spiral core wires are available for more money at 40 to 400 ohms/foot depending on manufacturer, a lot more juice to the plugs.",0
"Title: Every other gloves is ripped or will rip when putting them on.
Review: I'm really not sure where to start or end with these.<br /><br />These gloves are terrible.<br />This purchase was terrible.<br /><br />2 years ago I purchased these in black and these are no longer the same quality gloves. We can look past the fact that there is little to no texture and focus on the fact that you can't even put on a pair without ripping 3-4 gloves and pulling out at least 1 or 2 that are completely splayed open already.<br /><br />Every glove is already ripped or will rip when trying to put them on. Maybe after 30 years of wearing and working with gloves on a daily basis I just don't know what I'm doing? That is always a possibility - but the boxes of nitrile gloves that I found and purchased locally seem to be functioning",0
"Title: Type way too small -- be aware if you are one of those rare persons that actually would like to read the text
Review: Really wonderful book, indeed, but I wonder if I received a reduced pocket version? Because the -- already sans-serif -- typography is so small -- way too tiny --, it makes you wonder where the editor was when this edition was printed. The quotes are even smaller, making this wonderful compilations of essay a torture for interested readers. It seems all the more insulting when the subject of the book is beauty. If I had known, I wouldn't have bought this book. The only thing that saves is Eco. I think he should be offended.",0
"Title: As far as I'm concerned, it's the only Tax  software to buy.
Review: Best Tax software  out there.  I've done my own taxes for almost my entire working life--and I'm<br />retired now. Turbo Tax is so much easier than doing manually and a lot less expensive than going to<br />an accountant, who'll probably just plug your information into it anyway. I still use their interview system<br />then make any necessary adjustments. Over the yrs I'd tried others from time to time but always come<br />back to Turbo Tax. This is the Premier version which has investments included. In recent years, you<br />can now download your information directly from your broker intoTurbo Tax, which makes it a lot easier<br />and faster. As far as I'm concerned, it's the only Tax  software to buy.",1
"Title: Crows Too Low
Review: Soft and easy to blow out of the box.  Problem is it crowed at ~G5-G4 instead of C6-C5.  This is why one evaluator's musician couldn't play the high notes.  Compounding the problem the reed is just slightly shorter than 70mm so there's not a lot of room to trim the reed shorter, which is required in order to correct the pitch.<br /><br />I shortened the reed to raise the crow pitch to a ~B5-B4, and shaved the corners a bit.  Letting it dry overnight now and will probably work on it some more, but I'm not expecting great improvements.  Bear in mind as you shorten the reed it becomes harder to play -- not good for a student.  The reed should crow C6-C5 out of the box and be easy to play.<br /><br />I bought two of these reeds.  I will report ",0
"Title: Old, bland, don’t buy.
Review: I am a tea lover. I thought by purchasing the 5 sample brand of Dolce Vita dessert teas. I would be able to find one or two I really liked. I am sadly disappointed in all 5 flavors. The teas are certified usda organic. They are a product of Germany, packed in China. They are in nice airtight foil packs. But each tea had no flavor what so ever.. Upon opening the sealed foil packs there should be an aroma of some sort. There was a slight berry fragrance with the berry basket. But sadly none of the other teas had any aroma. The teas are dry and flaky. I kept the tea infuser in after steeping for 5 mins (more than the recommend time). And drank the tea while infuser remained inside my cup. The flavor never got any better. The assortment include",0
"Title: bacteria/germ reduction, long lasting application, proactive or reactive use
Review: Not a daily cleaner for basic home use. More situation specific. If you ware around a lot of people in medical setting or will be among lots of people, can use swab before to be proactive, or after to help keep germs taking hold. This style is pricy. Not a brand thing, just how it is. Shop around, but this style of product is competitively priced, and medline is a known brand. I dont rate on price because we can see the price, and it if it is something you need in this style, there arent a lot of options.<br /><br />Use is typical and is shown in the product pictures. Clean your nostrils, then take one and swish around one nostil then using the same swab swish around the second. These are made for single use, and to take care of both nostri",1
"Title: Not only Made in the USA. . . but. . . Sourced in the USA!
Review: Honestly, I hate the look and smell of most cat food.  But it’s not about me liking it. . . but about my cats liking it. . .And they do!<br /><br />If where your cat food is sourced is important to you, then you’ve found the right cat food!  Not only is it Made in the USA. . . but. . . It’s also Sourced in the USA!  Believe it or not. . . It’s perfectly legal to show Made in the USA on the label, even though the ingredients to make it came from China.  So if it’s important for your cat food to not come from China. . . You need to ask where it’s sourced.<br /><br />If you read the ingredient list, you will find that the first several items are protein, which is great.",1
"Title: Sturdy...UPDTD: Nevermind. Plastic hook broke.
Review: Sturdier than I thought it would be. As you can see in the picture, it hangs very high. You can't see in the pocket and the pocket is a little hard to reach. But this works for what I need.<br />UPDATE!!! After two days, the hook (where the hook goes over the door) suddenly broke. I heard the &#34;pop&#34; from the next room. And....there were only diapers and wipes in this thing. The top holder had nothing in it. Ugh. This is the 3rd Amazon purchase in ONE week that I've had problems with. Not worth the time nor money to return. But I'm starting to wonder if mail order is worth it. Double &#34;ugh.&#34;",0
"Title: ... this game and it has been a ton of fun. I love to play with them which is ...
Review: My three and seven year old co-op this game and it has been a ton of fun.  I love to play with them which is hard to find in some games.  You really need to order a sky and water vehicle as well as the included land vehicle so you can play most of the levels.  I went ahead and ordered one of each type so I didn't have to experience their disappointment if they didn't have the required vehicles.  It has been a great game so far.  Graphics are awesome.<br /><br />There are BOGO sales all the time on some other gaming store websites so if you keep your eyes open there's definitely ways to get characters and vehicles without breaking the bank.",1
"Title: I'll have to watch some youtube videos on how to ...
Review: I'll have to watch some youtube videos on how to use this properly, because it just isn't working for me at the moment.<br /><br />I thought I'd try out an electric razor after years of wet shaving. Thought it might be easier / quicker. Takes me twice as long to get anything close to a clean shave, and leaves me with red marks from where I've had to press the razor hard against the skin to get it to remove hair. Perhaps it is because I've got soft-ish stubble and a slightly pudgy face. I don't know - anyway - money down the drain so far.",0
"Title: Big, BIG, HUGE!!!
Review: Tentatively 5 stars for now.  This thing is HUGE!  I guess I should have read the specs better because this can hold more herbs, flowers or whatever than I could ever grow.  It seems well made but I wouldn't put much heavy stuff in there like potatoes - just lighter weight stuff.  You could put potatoes in it just as long as it's not all loaded up with them because that would be too much weight and this is made for light-weight drying.  I like how it can be hung outside and the mesh keeps all the bugs away!  Being black too will cause it to absorb more heat and dry the stuff inside faster.  I've used an electric dehydrator for years inside my house and this is the first time I've ever tried drying stuff outside.",1
"Title: Dash Cam Issue
Review: The picture clarity on this dash camera was amazing. The features offered on the camera were great. The only downside to this camera was the SD card 💳 insert. I input my SD card 💳 in the insert section of the camera, the card would not read because the camera kept having an error message, PLEASE INSERT THE SD CARD. I removed the card and inserted it again, the message kept appearing and the card was stuck inside the camera. I paid &12.99 plus taxes on that SD card and was not credited back the cost of my SD card only the camera. I strongly believe there was a major problem with that SD insert because my card would not come back out.",0
"Title: Does not correctly fit my Rtic 30 oz, completely unsatisfactory
Review: Advertised as &quot;Magnum Steel - Handle for 30 oz Tumblers - Universally Fits All Brands&quot;  with pictures showing the handle gripping about 3/4 of the way up on different various different tumblers. (see insert on this product page https://www.amazon.com/dp/B01GU5WKTW/ref=cfb_at_prodpg). On my Rtic 30 oz tumbler it barely reaches/grips at the 1/2 way point making it unbalanced when lifted, prone to tipping and spilling if your lid isn't closed right, and it will slide off the tumbler if you put it down too firmly. Before blindly marketing something as a universal fit you should really confirm it. I DO NOT RECOMMEND BUYING THIS IN ANY COLOR FOR A RTIC 30oz UNLESS YOU WANT TO MODIFY IT TO WORK.",0
"Title: Would not recommend, not a good protection to the phone, and phone may fall out of the holster.
Review: I noticed that unless you click your phone in, very carefully, it has a tendency to fall out sometimes. Well, it had bunch of small falls over the last few months, but it just fell out and broke. The skin you put on the phone, does not cover the top and bottom part of the body, which is what caused the screen to crack. I would suggest looking for a case/skin, that covers all the edges of the phone, not just the sides.<br />The product seemed nice for the price, at first, but over time, no... sorry.",0
"Title: Tried Audacity and Trackitron Emailed Behringer - their support is HORRIBLE and their website is among the most un-userfriendly I've ...
Review: UM2 gets an F, Behringer Support F-.  Non-functionable w/ most I/O audio settings/MIDI setup on Mac w/OSX 10.6.8.  I tried 3 cables.  Tried Audacity and Trackitron  Emailed Behringer - their support is HORRIBLE and their website is among the most un-userfriendly I've ever seen.  Why isn't UM2 advertised that it must have Mac 10.7 or later?  Product description states it'll work with any Mac or PC.  Its boxed for refund and return next week.  Unless someone is kind enough to offer solutions I will upgrade the rating if I can get it to work.",0
"Title: Decent blade w/ a decent razor
Review: When you are shopping around for razor blades from various shaving retailers, you'll see there are many out there and plenty of opinions on what you should buy. Transitioning over from cartridge razors, where you have two primary brands, Schick and Gillette, can make this selection a bit overwhelming at first.<br /><br />Based on your skin type and beard coarseness, try a few different brands of blades to determine what works best for you. With a little time, you'll find the right double edge blade that provides a close and comfortable shave that you can enjoy every day.",1
"Title: Horrible waste of money
Review: I purchased this item to replace the same type of item that I have used for many years but the head cushion on my first one was wearing out and I did not know how to get a replacement head cushion.  This item I just purchased has a bigger metal frame than my previous unit making it impossible to use unless perhaps if you were a larger person.  There are no adjustments that can be made on the metal frame to correct this problem.  This means I just threw away the money in order to buy the replacement and since I have already assembled this new item I will not be able to return it without considerable difficulty so the replacement will end up in the trash.  Buyer beware.  Look elsewhere.",0
"Title: Like PCs? BUY THIS MAGAZINE!
Review: I hate to spend money on information and news magazines. Why do that when I can just read stuff online? This magazine is why. It is the ONLY magazine I have subscribed to in at least 10 years and it's the only one I will always keep. I get giddy when I open the mailbox and see it sitting there. i take it out and make sure the mail carrier took good care of it.<br /><br />The information is current and somehow, in some cases, ahead of the curve. I read this thing cover to cover more than once. The articles are informative. The reviews are honest and current.<br /><br />I can't tell you how many times I've got up from the couch while reading this mag and took it to my computer because there were just too many things I had to look at online th",1
"Title: Support is excellent - on second thought, maybe not.
Review: I can't rate the endoscope itself as I had difficulty with the Wifi box not generating a WiFi signal to connect to my phone.  I used a chat session to contact DBPower, and after describing the situation, Edward processed a replacement of my unit, without my having to go through any red tape.<br />UPDATE:<br />Eleven days later, I had not received the replacement endoscope, so I started another chat session.  Mark said that their system was having issues, so he couldn't check the tracking number.  He said that he would send me an email with the status within 24 to 48 business hours.  After waiting 72 hours, I returned the endoscope to Amazon.<br />So, the bottom line for me was a defective product and promises from support that were never fu",0
"Title: Does not heat as described. Humidity in 40% range not 10-15%
Review: I had read another review that someone made with the same problem.  When I felt the container after 5+ hours of being on it was barely warm.  I added an internal temp and humidity reader to verify. Even with it turned all the way up to 55C it got only up to 39.9 and the humidity reading was 44% not under 15% where it should have been, I even tried another thermometer and humidity reader. Same thing. It could just be a defective model, but that is at least two now with the same issue.  If you own one of these or are planning on getting one, verify the temp and humidity levels. It may not be working as it is supposed to. I am returning and trying another manufacturer.  Good Luck!",0
"Title: If you're not using it for ""Slime"", then Elmer's Glue Sticks may be a better option - Made in China.
Review: Note that instructions are not sent with this product on how to make slime.  There is a recipe / instructions on this listing though, or you can look online.<br /><br />If you’re going to use this glue. . . . for glue (and  not slime), it’s rather on the “thin” side.  But it doesn’t require much.  It may be better / easier / less messy to use Elmer’s Glue Sticks.  If colors are your thing, they even have purple glue sticks.  See the link below.  If you do a search for Elmer’s Glue Sticks, you’ll find lots of options.<br /><br />This item is Made in China.<br /><br />[[ASIN:B074MPDDRD Elmer's School Glue Sticks 5ct - Disappearing Purple]]",1
"Title: customer support lacking...
Review: If you want a pan and tilt baby monitor this is the only one that I have found with halfway decent reviews... it's true that it doesn't pan down very far so you have to make some mounting adjustments to make it functional...  I am not satisfied with their customer support... I have NEVER had my phone call answered by a person... I get a recording stating their Pacific Time hours and a promise to return your call within 24 hours or email you if you can't be reached... They did not call me back within 24 hours or email me... I have called numerous times throughout the day hoping to get a human being. I don't leave a message each time because I have left sufficient messages and only want to try and connect with a company that doesn't return ca",0
"Title: Worthless warranty! DO NOT BUY!
Review: Friedrich will look for any excuse to weasel-out of honoring their warranty.<br /><br />They tried to say it was void because I was no original purchaser. When I point out there is no such language in the warranty, and provide original proof of purchase from original owner, they then try to say it is void because I moved the PORTABLE air conditioner to my apartment when I bought it from original owner. No language about THAT in the warranty either.<br /><br />Friedrich will look for any excuse to weasel-out of honoring their warranty.<br /><br />They tried to say it was void because I was no original purchaser. When I point out there is no such language in the warranty, and provide original proof of purchase from original owner, they then t",0
"Title: Weed Eater 952711557 0.080-Inch by 2000-Foot Bulk String Trimmer Line Premium 5 Edge
Review: I think I will have trimmer line forever with this purchase of Weed Eater 952711557 0.080-Inch by 2000-Foot Bulk String Trimmer Line Premium 5 Edge, since it holds up so much better than the 0.065 thick line I've been using in my B&Decker trimmer.  May go thru several trimmers before I will ever have to buy more.  If you are struggling with line that breaks too often, then get a roll of this line, but a smaller roll may suit your needs better.  It holds up very well when in use.  Wind in the right direction on the trimmer spool!",1
"Title: Pearlescent Tress Tamers! 👧🏼
Review: These little claw clips have such a fun pearlescent sheen to them, and I think they’d be appropriate for all ages! The spring-loaded mechanisms are very strong and secure, providing a reliable hold every time, and I love the pearlescent color variety present throughout the set: pink, blue, tortoiseshell, lilac, coral, white, and multi! I’ve had absolutely no issues or concerns with the functionality of these little clips, and I’d gladly gift them or recommend them to others! They work great on dry or wet hair, and they are pretty enough to leave out (displayed in a bowl), so they’re really quite versatile too!",1
"Title: Sloppy work.
Review: I ordered this as a photo prop for a wedding. The product is poor quality.  The decal was creased all over and applied to the board unevenly.  The ends were dented too. Creases thorough the picture even which is the focal point. I contacted the company weeks ago and they said they would send another one. Now the wedding is tomorrow and it still hasn’t came. I would like my money back and am now trying to get it by having to explain the situation to different people over and over.  Never ever would I have expected this shoddy of a product from a paper company. The one I got also was slow to ship. Beware. Especially if you need for a special occasion.",0
"Title: Sequenced beeping noise even when pedal is not in use
Review: Sound quality aside, I had to return it because it kept making a low volume, but still able to hear, beeping noise that sounded like a sequencer set to the pace of the delay time. Even turning the pedal off, if it's even in the chain it would make it. I tried it in different chain positions as well as the effects loop, and nothing helped the noise. It may have to do with that I play through a bass amp and that noise is too low to come through on a guitar amp, but unfortunately I don't own a working purely guitar amp currently so I couldn't cross test before returning. However, I now own other reverb and delay pedals and I've never heard a beeping from them even on the bass amp, so I'm not sure what's up with this one.<br /><br />As far as t",0
"Title: Pretty cute book/ could use a plastic protective wrap from the factory tho
Review: So this is a cute and well done book, I absolutely love it! I'm an adult and got this for myself so it's not just for kids!<br /><br />**It should be noted that there's some sort of manufacturing issue or something with these right now. The first one we got had a corner that was super chewed up on it. We exchanged it and the next one had a wrinkled up/ smashed spine and back. I think the manufacturer at the very least needs to put a plastic wrap around this book but maybe they need to package them in their own boxes too. Just a note to the company,",1
"Title: This Thing Is AWESOME!  I Use Indoors And Outdoors With Canon G12 Camera
Review: I have to take a lot of photos for products as well as artwork and subjects that I want to use for artwork.  Having a nice tripod which is adaptable for various situations is important.  This one fills a void I had for a flexible tripod.<br /><br />WHAT IS THIS LIKE?<br />If you know camera stuff, this package won't faze you at all. If you are new to the whole world of photography, this set might seem to be a bit rough at first.  Hang in there.  Everything comes in a small thin box.  The instructions are sparse and not overly well written, but they do help.<br /><br />TRIPOD<br />The tripod has very flexible strong legs that can be bent into a number of positions.  This is set up to do photos in any direction and the ball that controls dire",1
"Title: Complete Knock Off and Waste of Time.... Skip It!
Review: For those seeking something while waiting for the next Harry Potter, BEWARE! This book is an obvious knock-off of the popular Rowling books and is so pooly written I found myself groaning during each chapter. A boy, who has lost a parent, goes to a special school because he is magically gifted where he becomes friends with another boy and girl. Sound familiar? I could have forgiven the transparency of this tale had the writing in any way made up for it. Poor description and even poorer conversational writing make this book a bore. Even its cover art is an attempt to cash in on Harry's popularity. Do yourself a favour and read The Dark is Rising by Susan Cooper instead of this trash.",0
"Title: Very soft, has pee stripe and fits well
Review: Overall, this diaper is a great first diaper to use for your newborn.  I bought pampers because that's the only brand I had really heard prior to becoming a mother.  I was very satisfied with how soft they are and how the elastic legs don't seem to be too tight for babies.  As a first time parent, I also appreciate the wetness indicator.  I became obsessed with changing my baby if I even saw a hint of the stripe.  Now that he's 1 year old, I can relax a bit...<br /><br />These are the diapers I choose when I make diaper cakes for girlfriends' baby showers.  They have a very white, fluffy and soft look to them... and I know the diapers will get used since they're considered a ""premium.""<br /><br />While I really like these, I also highly rec",1
"Title: Not what I ordered
Review: My other review was refused to be posted. I guess if it's bad they don't want it. So here goes.<br />What I got was a wonderous, a marvel of cooking design, a godly wonder... Guess I need to lie first. Now the bad..<br /><br />This item pictured was not what I got at all. Not even close. If I got the item described I might have loved it but it wasn't what I ordered. I got a flat bottom cheaper item.  I could have just ordered something else for cheaper if that's what I wanted. The one I got had a few gouges on the outside, was flat at the bottom, and was thin.  Perhaps they don't make it anymore, perhaps they were out of the described item, perhaps they thought I wouldn't care. I don't know.  I guess I am just picky, I like getting what I o",0
"Title: Thank You Miss Hickson!
Review: I have some of the very oldest dvd's of this series.  I felt if I waited awhile a nice new update would come out.  My point is that Joan Hickson was the best Miss Marple. I miss her so very much.  I ask British  native mystery fans if they have an opinion why she did not do more.  Their answer is always the same, that she was getting older.  If only we could have every book and short story Christie wrote on Miss Marple starring her. What a joy.  She truly added to my enjoyment of life and I am grateful. I hope her surviving family read this.  I am having trouble finding reruns on streaming of Netflix, Amazon, and Acorn with Miss Hickson.  Its easy and convenient vs. dvd's.  One feels everything will appear on streaming eventually but for ex",1
